"","Local.authority","year","Places_Individual_owned","Places_Corporate_owned","Places_Unidentified_for_profit","Places_Local_Authority","Places_Third_sector","Places_Investment_owned","Places_LA_owned_company","Homes_Individual_owned","Homes_Corporate_owned","Homes_Unidentified_for_profit","Homes_Local_Authority","Homes_Third_sector","Homes_Investment_owned","Homes_LA_owned_company","out_of_area_per","out_of_area","net_gain","vacancy_rate_fte","child_rel_pov_n","under_19_population","rel_pov_per","Region.Country.name","median_house_price_detached","average_house_price_per_sq_m","X..of.white...aged.16.","Unemployment.rate...aged.16.64.","median_wage","claimant_count_rate","children_in_care","net_loss","occupancy_rate_fte","net_loss_same_year","All_homes","net_loss_lagged","net_loss_lead","LA_lagged","third_lagged","invest_lagged","all_lagged","ind_lagged","corp_lagged","residential_expenditure","Asylum_per","Asylum_no","all_change","third_change","la_change","invest_change","corp_change","ind_change"
"80","BLACKBURN WITH DARWEN",2016,4,5,1,20,0,0,0,1,1,1,4,0,0,0,"55","11","-3",3,"15151",41396,36.6001546043096,"North West",18.25,1259.33333333333,73.2,7.1,11.59,2.8,20,3,97,0.0408854630045174,7,0.218660566831035,0.0112562790334312,4,0,0,8,1,1,"2573729",NA,NA,-1,0,0,0,0,0
"81","BLACKBURN WITH DARWEN",2017,4,5,1,20,0,0,0,1,1,1,4,0,0,0,"53","10","-2",15.4,"16760",41812,40.0841863579834,"North West",19.5,1259.33333333333,72.9,5.7,12.39,2.7,18.8679245283019,2,84.6,0.0112562790334312,7,0.0408854630045174,0.396435670657552,4,0,0,7,1,1,"2527147",NA,NA,0,0,0,0,0,0
"82","BLACKBURN WITH DARWEN",2018,4,5,0,20,0,0,0,1,1,0,4,0,0,0,"c","c","-15",8.7,"16141",41714,38.6944431126241,"North West",22,1259.33333333333,69.7,6.3,11.66,3.4,NA,15,91.3,0.396435670657552,6,0.0112562790334312,0.485323222570811,4,0,0,7,1,1,"4955766","c","c",-1,0,0,0,0,0
"83","BLACKBURN WITH DARWEN",2019,4,5,0,20,0,0,0,1,1,0,4,0,0,0,"c","c","-18",13.8,"17650",41959,42.0648728520699,"North West",22,1259.33333333333,66.5,4.9,13.51,4.5,NA,18,86.2,0.485323222570811,6,0.396435670657552,0.426064854628638,4,0,0,6,1,1,"5811634","c","c",0,0,0,0,0,0
"84","BLACKBURN WITH DARWEN",2020,4,5,0,20,0,0,0,1,1,0,4,0,0,0,"c","c","-16",12.4,"15057",42006,35.8448793029567,"North West",23,1259.33333333333,70.4,4.7,12.11,7.9,NA,16,87.6,0.426064854628638,6,0.485323222570811,0.514952406541897,4,0,0,6,1,1,"7717081","c","c",0,0,0,0,0,0
"85","BLACKBURN WITH DARWEN",2021,4,5,0,15,0,0,0,1,1,0,3,0,0,0,"c","c","-19",6.4,"16340",41963,38.9390653671091,"North West",24.9973,1259.33333333333,71.3,7.1,14.42,7.1,NA,19,93.6,0.514952406541897,5,0.426064854628638,0.722356694339501,4,0,0,6,1,1,"5410384","c","c",-1,0,-1,0,0,0
"86","BLACKBURN WITH DARWEN",2022,4,5,0,15,0,0,0,1,1,0,3,0,0,0,"c","c","-26",16,"17847",42181,42.3105189540314,"North West",25,1259.33333333333,70.3,5.6,14.86,5.2,NA,26,84,0.722356694339501,5,0.514952406541897,0.455694038599725,3,0,0,5,1,1,"7023132","2","7",0,0,0,0,0,0
"87","BLACKBURN WITH DARWEN",2023,4,5,0,10,0,0,0,1,1,0,2,0,0,0,"100","24","-17",15.5,"18609",42625,43.6574780058651,"North West",28,1259.33333333333,68.7,4.7,15.95,5,24,17,84.5,0.455694038599725,4,0.722356694339501,0.692727510368415,3,0,0,5,1,1,"9916556","5","19",-1,0,-1,0,0,0
"88","BLACKBURN WITH DARWEN",2024,4,5,0,10,0,0,0,1,1,0,2,0,0,0,"100","29","-25",5.1,NA,NA,NA,"North West",27.5995,1259.33333333333,66.7,5.1,16.88,5.9,29,25,94.9,0.692727510368415,4,0.455694038599725,NA,2,0,0,4,1,1,"9505086","5","19",0,0,0,0,0,0
"89","BLACKPOOL",2014,0,10,32,17,0,9,0,0,2,5,3,0,3,0,"53","19","3",NA,"7076",30392,23.2824427480916,"North West",17.325,1300.66666666667,NA,NA,11.09,4.4,35.8490566037736,-3,NA,-0.136889640822,13,NA,-0.196148008764172,NA,NA,NA,NA,NA,NA,"5118920",NA,NA,NA,NA,NA,NA,NA,NA
"90","BLACKPOOL",2015,0,10,18,17,0,12,0,0,2,5,3,0,4,0,"57","20","5",8,"7538",30291,24.885279455944,"North West",17.5,1300.66666666667,97.8,7,10.39,3.7,35.0877192982456,-5,92,-0.196148008764172,14,-0.136889640822,-0.136889640822,3,0,3,13,0,2,"4583090",NA,NA,1,0,0,1,0,0
"91","BLACKPOOL",2016,0,14,12,17,0,21,0,0,3,5,3,0,8,0,"53","19","3",8,"7438",30019,24.7776408274759,"North West",17.375,1300.66666666667,98.7,6.4,10.56,3.7,35.8490566037736,-3,92,-0.136889640822,19,-0.196148008764172,0.426064854628638,3,0,4,14,0,2,"5486666",NA,NA,5,0,0,4,1,0
"92","BLACKPOOL",2017,0,14,0,17,0,27,0,0,3,0,3,0,10,0,"71","35","-16",12.4,"8420",29997,28.0694736140281,"North West",19,1300.66666666667,98.1,6.6,12.34,4.2,49.2957746478873,16,87.6,0.426064854628638,16,-0.136889640822,0.129773014917776,3,0,8,19,0,3,"7978632",NA,NA,-3,0,0,2,0,0
"93","BLACKPOOL",2018,2,14,0,17,0,31,0,1,3,0,3,0,12,0,"68","32","-6",7.4,"8142",30001,27.1390953634879,"North West",20,1300.66666666667,98.2,6.3,12.51,4.2,47.0588235294118,6,92.6,0.129773014917776,19,0.426064854628638,0.10014383094669,3,0,10,16,0,3,"8401500","0","0",3,0,0,2,0,1
"94","BLACKPOOL",2019,11,14,0,17,0,36,0,6,3,0,3,0,15,0,"76","42","-5",29,"9276",30099,30.8182996112828,"North West",20.4,1300.66666666667,98.3,7.2,12.69,5.5,55.2631578947368,5,71,0.10014383094669,27,0.129773014917776,0.366806486686466,3,0,12,19,1,3,"9702469","c","c",8,0,0,3,0,5
"95","BLACKPOOL",2020,20,14,4,17,0,42,0,10,3,0,3,0,17,0,"76","50","-14",14,"8362",29758,28.1000067208818,"North West",20.75,1300.66666666667,98,5.8,12.4,11.8,65.7894736842105,14,86,0.366806486686466,33,0.10014383094669,0.33717730271538,3,0,15,27,6,3,"12689115","1","6",6,0,0,2,0,4
"96","BLACKPOOL",2021,21,14,0,7,0,47,0,11,3,0,1,0,20,0,"68","50","-13",18.7,"8658",29233,29.6172134231861,"North West",22.15,1300.66666666667,98.4,5,13.92,10,73.5294117647059,13,81.3,0.33717730271538,35,0.366806486686466,-0.018372904937655,3,0,17,33,10,3,"17723012","c","c",2,0,-2,3,0,1
"97","BLACKPOOL",2022,21,14,7,7,0,40,0,11,3,0,1,0,18,0,"74","51","-1",13.9,"10183",29871,34.0899199892873,"North West",23.75,1300.66666666667,97.3,5.7,13.57,6.9,68.9189189189189,1,86.1,-0.018372904937655,33,0.33717730271538,0.366806486686466,1,0,20,35,11,3,"18294749","c","c",-2,0,0,-2,0,0
"98","BLACKPOOL",2023,21,14,7,7,0,40,0,11,3,0,1,0,18,0,"74","58","-14",12.8,"11012",30322,36.316865642108,"North West",25.5,1300.66666666667,95.9,4.7,15.31,6.3,78.3783783783784,14,87.2,0.366806486686466,33,-0.018372904937655,0.870502614194932,1,0,18,33,11,3,"19936585","2","12",0,0,0,0,0,0
"99","BLACKPOOL",2024,21,14,7,7,0,40,0,11,3,0,1,0,18,0,"83","58","-31",10.2,NA,NA,NA,"North West",25.25,1300.66666666667,94,6.8,15.54,5.9,69.8795180722892,31,89.8,0.870502614194932,33,0.366806486686466,NA,1,0,18,33,11,3,"23131476","3","13",0,0,0,0,0,0
"100","BOLTON",2014,0,0,0,27,28,6,0,0,0,0,6,7,2,0,"54","21","-9",NA,"19651",70146,28.0144270521484,"North West",20.5,1580,NA,NA,11.19,3.5,38.8888888888889,9,NA,0.218660566831035,15,NA,0.159402198888862,NA,NA,NA,NA,NA,NA,"5483509",NA,NA,NA,NA,NA,NA,NA,NA
"101","BOLTON",2015,0,0,0,27,34,6,0,0,0,0,6,9,2,0,"57","24","-7",5,"21551",71085,30.3172258563691,"North West",21.9,1580,86.4,6.4,11.55,2.8,42.1052631578947,7,95,0.159402198888862,17,0.218660566831035,0.0408854630045174,6,7,2,15,0,0,"5552550",NA,NA,2,2,0,0,0,0
"102","BOLTON",2016,0,0,0,27,39,9,0,0,0,0,6,10,3,0,"48","21","-3",5,"21633",71800,30.1295264623955,"North West",22.5,1580,85.4,6.7,12.06,3,43.75,3,95,0.0408854630045174,19,0.159402198888862,0.10014383094669,6,9,2,17,0,0,"7090102",NA,NA,2,1,0,1,0,0
"103","BOLTON",2017,0,0,0,27,35,9,0,0,0,0,6,9,3,0,"47","21","-5",6.6,"24773",72950,33.9588759424263,"North West",23,1580,82.6,4.9,12.13,3.2,44.6808510638298,5,93.4,0.10014383094669,18,0.0408854630045174,0.159402198888862,6,10,3,19,0,0,"8180572",NA,NA,-1,-1,0,0,0,0
"104","BOLTON",2018,7,0,0,27,35,11,0,1,0,0,6,9,4,0,"58","29","-7",6.4,"23897",73412,32.551898872119,"North West",24.0127,1580,82.8,6.6,12.58,3.3,50,7,93.6,0.159402198888862,20,0.10014383094669,-0.0480020889087413,6,9,3,18,0,0,"10297089","1","9",2,0,0,1,0,1
"105","BOLTON",2019,10,0,2,27,35,11,0,2,0,0,6,9,4,0,"55","27","0",8.2,"27706",74417,37.2307402878375,"North West",25.445,1580,82.2,4.5,12.5,4,49.0909090909091,0,91.8,-0.0480020889087413,21,0.159402198888862,0.277918934773207,6,9,4,20,1,0,"11001641","1","9",1,0,0,0,0,1
"106","BOLTON",2020,10,0,5,27,35,11,0,2,0,0,6,9,4,0,"73","40","-11",12.8,"24707",74896,32.9884105960265,"North West",26.4995,1580,77.6,8.4,12.72,8.1,54.7945205479452,11,87.2,0.277918934773207,21,-0.0480020889087413,-0.136889640822,6,9,4,21,2,0,"12813394","c","c",0,0,0,0,0,0
"107","BOLTON",2021,10,0,5,27,36,17,0,2,0,0,6,10,7,0,"63","29","3",21.1,"26597",74994,35.4655039069792,"North West",29.4,1580,79.4,3.7,13.91,7.5,46.031746031746,-3,78.9,-0.136889640822,25,0.277918934773207,-0.018372904937655,6,9,4,21,2,0,"13298140","c","c",4,1,0,3,0,0
"108","BOLTON",2022,12,0,2,23,36,17,0,3,0,0,5,10,7,0,"68","30","-1",21,"29345",76351,38.4343361580071,"North West",30.9995,1580,79.9,4.6,14.15,5.5,44.1176470588235,1,79,-0.018372904937655,25,-0.136889640822,0.396435670657552,6,10,7,25,2,0,"11118506","1","8",0,0,-1,0,0,1
"109","BOLTON",2023,12,0,2,23,29,17,0,3,0,0,5,8,7,0,"75","41","-15",16.7,"30323",77686,39.0327729578045,"North West",34,1580,77,4.3,15.06,5.5,54.6666666666667,15,83.3,0.396435670657552,23,-0.018372904937655,0.751985878310587,5,10,7,25,3,0,"14434357","3","15",-2,-2,0,0,0,0
"110","BOLTON",2024,12,0,2,23,26,17,0,3,0,0,5,7,7,0,"83","58","-27",21.4,NA,NA,NA,"North West",34.5,1580,85.1,9.3,16.19,5.9,69.8795180722892,27,78.6,0.751985878310587,22,0.396435670657552,NA,5,8,7,23,3,0,"22526939","3","15",-1,-1,0,0,0,0
"111","BOURNEMOUTH",2014,0,0,5,6,0,0,0,0,0,1,1,0,0,0,"c","c","-2",NA,NA,NA,NA,NA,NA,3252.33333333333,NA,NA,NA,NA,NA,2,NA,0.0112562790334312,2,NA,0.396435670657552,NA,NA,NA,NA,NA,NA,"6046678",NA,NA,NA,NA,NA,NA,NA,NA
"112","BOURNEMOUTH",2015,0,0,5,6,0,0,0,0,0,1,1,0,0,0,"c","c","-15",13,NA,NA,NA,NA,NA,3252.33333333333,NA,NA,NA,NA,NA,15,87,0.396435670657552,2,0.0112562790334312,0.159402198888862,1,0,0,2,0,0,NA,NA,NA,0,0,0,0,0,0
"113","BOURNEMOUTH",2016,0,0,5,6,0,0,0,0,0,1,1,0,0,0,"c","c","-7",13,NA,NA,NA,NA,NA,3252.33333333333,NA,NA,NA,NA,NA,7,87,0.159402198888862,2,0.396435670657552,0.10014383094669,1,0,0,2,0,0,"7632541",NA,NA,0,0,0,0,0,0
"114","BOURNEMOUTH",2017,0,0,0,6,0,0,0,0,0,0,1,0,0,0,"46","11","-5",3.8,NA,NA,NA,NA,NA,3252.33333333333,NA,NA,NA,NA,23.9130434782609,5,96.2,0.10014383094669,1,0.159402198888862,0.10014383094669,1,0,0,2,0,0,"6162548",NA,NA,-1,0,0,0,0,0
"115","BOURNEMOUTH CHRISTCHURCH AND POOLE",2014,0,2,3,0,60,6,0,0,1,0,0,1,2,0,"z","z","z",NA,"9976",75671,13.1833859734905,"South West",28.3,NA,NA,NA,NA,1.6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","BOURNEMOUTH CHRISTCHURCH AND POOLE",2015,0,2,3,0,56,6,0,0,1,0,0,1,2,0,"z","z","z",NA,"10621",76161,13.9454576489279,"South West",31.5,NA,95.5,4.5,NA,1.1,NA,NA,NA,NA,4,NA,NA,0,1,2,4,0,1,NA,NA,NA,0,0,0,0,0,0
"117","BOURNEMOUTH CHRISTCHURCH AND POOLE",2016,0,2,0,0,56,9,0,0,1,0,0,1,3,0,"z","z","z",NA,"10492",76802,13.6611025754538,"South West",34,NA,95.9,3.2,NA,1.2,NA,NA,NA,NA,5,NA,NA,0,1,2,4,0,1,NA,NA,NA,1,0,0,1,0,0
"118","BOURNEMOUTH CHRISTCHURCH AND POOLE",2017,0,2,0,0,20,9,0,0,1,0,0,1,3,0,"z","z","z",NA,"11668",76933,15.1664435287848,"South West",35.5,NA,95.2,3.3,NA,1.3,NA,NA,NA,NA,5,NA,NA,0,1,3,5,0,1,NA,NA,NA,0,0,0,0,0,0
"119","BOURNEMOUTH CHRISTCHURCH AND POOLE",2018,0,2,0,0,20,9,0,0,1,0,0,1,3,0,"z","z","z",NA,"10813",76853,14.069717512654,"South West",37.75,NA,94,3.2,14.2,1.8,NA,NA,NA,NA,5,NA,NA,0,1,3,5,0,1,NA,"z","z",0,0,0,0,0,0
"120","BOURNEMOUTH CHRISTCHURCH AND POOLE",2019,0,2,0,0,20,9,0,0,1,0,0,1,3,0,"z","z","z",10.1,"12552",76939,16.3142229558481,"South West",39.5,NA,94.3,3.3,14.23,2.4,NA,NA,89.9,NA,5,NA,0.277918934773207,0,1,3,5,0,1,NA,"z","z",0,0,0,0,0,0
"121","BOURNEMOUTH CHRISTCHURCH AND POOLE",2020,0,2,0,0,4,12,0,0,1,0,0,1,4,0,"c","c","-11",13.4,"11401",77092,14.7888237430602,"South West",38.5,NA,93.4,2.5,13.79,6.1,NA,11,86.6,0.277918934773207,6,NA,0.0112562790334312,0,1,3,5,0,1,"10630324","8","40",1,0,0,1,0,0
"122","BOURNEMOUTH CHRISTCHURCH AND POOLE",2021,2,2,0,0,4,16,0,1,1,0,0,1,7,0,"c","c","-2",27.2,"11216",77514,14.469644193307,"South West",42.6,NA,95.3,4.8,14.28,5.1,NA,2,72.8,0.0112562790334312,10,0.277918934773207,0.0705146469756037,0,1,4,6,0,1,"12412142","6","26",4,0,0,3,0,1
"123","BOURNEMOUTH CHRISTCHURCH AND POOLE",2022,4,4,0,0,4,16,0,2,2,0,0,1,7,0,"c","c","-4",32.8,"12594",78282,16.0879895761478,"South West",45,NA,95.3,5.5,15.67,3.4,NA,4,67.2,0.0705146469756037,12,0.0112562790334312,0.396435670657552,0,1,7,10,1,1,"15630549","13","65",2,0,0,0,1,1
"124","BOURNEMOUTH CHRISTCHURCH AND POOLE",2023,4,2,0,0,4,14,0,2,1,0,0,1,6,0,"c","c","-15",29.5,"13552",78793,17.1994974172833,"South West",50,NA,93.3,3.4,16.99,3.2,NA,15,70.5,0.396435670657552,10,0.0705146469756037,0.396435670657552,0,1,7,12,2,2,"14298061","12","62",-2,0,0,-1,-1,0
"125","BOURNEMOUTH CHRISTCHURCH AND POOLE",2024,4,2,0,0,4,14,0,2,1,0,0,1,6,0,"c","c","-15",28.6,NA,NA,NA,"South West",47.5,NA,91.7,3.3,17.5,3.5,NA,15,71.4,0.396435670657552,10,0.396435670657552,NA,0,1,6,10,2,1,"19499101","8","45",0,0,0,0,0,0
"126","BRACKNELL FOREST",2014,0,16,0,5,0,0,0,0,4,0,1,0,0,0,"c","c","2",NA,"2270",28866,7.86392295434075,"South East",39.225,4293.66666666667,NA,NA,18.15,1.1,NA,-2,NA,-0.107260456850914,5,NA,-0.225777192735259,NA,NA,NA,NA,NA,NA,"2295692",NA,NA,NA,NA,NA,NA,NA,NA
"127","BRACKNELL FOREST",2015,0,20,0,5,0,0,0,0,5,0,1,0,0,0,"c","c","6",13,"2436",29096,8.37228485015122,"South East",42.725,4293.66666666667,92,3.5,16.32,0.8,NA,-6,87,-0.225777192735259,6,-0.107260456850914,-0.0776312728798275,1,0,0,5,0,4,"2036860",NA,NA,1,0,0,0,1,0
"128","BRACKNELL FOREST",2016,0,20,0,5,0,0,0,0,5,0,1,0,0,0,"c","c","1",13,"2356",29086,8.10011689472599,"South East",48,4293.66666666667,92.6,2.4,17.51,0.8,NA,-1,87,-0.0776312728798275,6,-0.225777192735259,-0.0480020889087413,1,0,0,6,0,5,"2023929",NA,NA,0,0,0,0,0,0
"129","BRACKNELL FOREST",2017,0,20,0,5,0,0,0,0,5,0,1,0,0,0,"c","c","0",7,"2652",28762,9.22049926986997,"South East",53.05,4293.66666666667,90.9,2.3,17.52,0.8,NA,0,93,-0.0480020889087413,6,-0.0776312728798275,0.159402198888862,1,0,0,6,0,5,"2328691",NA,NA,0,0,0,0,0,0
"130","BRACKNELL FOREST",2018,0,20,0,5,0,0,0,0,5,0,1,0,0,0,"c","c","-7",14.5,"2511",28853,8.7027345509999,"South East",52.5,4293.66666666667,92.3,3,17.85,0.7,NA,7,85.5,0.159402198888862,6,-0.0480020889087413,0.189031382859949,1,0,0,6,0,5,"3481468","c","c",0,0,0,0,0,0
"131","BRACKNELL FOREST",2019,0,20,0,5,0,0,0,0,5,0,1,0,0,0,"c","c","-8",18.3,"2967",28759,10.3167704023088,"South East",53,4293.66666666667,92.3,2.1,18.99,1.3,NA,8,81.7,0.189031382859949,6,0.159402198888862,0.277918934773207,1,0,0,6,0,5,"3934131","c","c",0,0,0,0,0,0
"132","BRACKNELL FOREST",2020,0,20,0,5,0,0,0,0,5,0,1,0,0,0,"c","c","-11",13.7,"2643",28971,9.12291601946774,"South East",53,4293.66666666667,87.3,3.3,20.73,4.2,NA,11,86.3,0.277918934773207,6,0.189031382859949,-0.136889640822,1,0,0,6,0,5,"4865700","c","c",0,0,0,0,0,0
"133","BRACKNELL FOREST",2021,0,20,0,5,0,0,0,0,5,0,1,0,0,0,"c","c","3",19,"2610",29269,8.91728449895794,"South East",56.5,4293.66666666667,87.9,4.2,20.69,3.3,NA,-3,81,-0.136889640822,6,0.277918934773207,-0.136889640822,1,0,0,6,0,5,"5304091","c","c",0,0,0,0,0,0
"134","BRACKNELL FOREST",2022,0,20,0,5,0,0,0,0,5,0,1,0,0,0,"c","c","3",23.7,"2993",29804,10.0422762045363,"South East",61,4293.66666666667,88,3.4,22.47,1.9,NA,-3,76.3,-0.136889640822,6,-0.136889640822,0.0408854630045174,1,0,0,6,0,5,"3923151","8","11",0,0,0,0,0,0
"135","BRACKNELL FOREST",2023,0,20,0,5,0,0,0,0,5,0,1,0,0,0,"100","14","-3",19.2,"3139",30224,10.3857861302276,"South East",63.5,4293.66666666667,91.5,4.1,20.92,2,14,3,80.8,0.0408854630045174,6,-0.136889640822,0.0705146469756037,1,0,0,6,0,5,"4473204","20","32",0,0,0,0,0,0
"136","BRACKNELL FOREST",2024,0,16,0,5,0,0,0,0,4,0,1,0,0,0,"c","c","-4",9.6,NA,NA,NA,"South East",61.5,4293.66666666667,86.7,3.8,23.82,2.3,NA,4,90.4,0.0705146469756037,5,0.0408854630045174,NA,1,0,0,6,0,5,"5618208","16","22",-1,0,0,0,-1,0
"137","BRADFORD",2014,0,8,8,78,0,14,0,0,1,0,11,0,2,0,"22","26","-19",NA,"52233",146713,35.6021620442633,"Yorkshire and The Humber",23.9,1637,NA,NA,11.83,4.5,118.181818181818,19,NA,0.514952406541897,14,NA,0.426064854628638,NA,NA,NA,NA,NA,NA,"13225868",NA,NA,NA,NA,NA,NA,NA,NA
"138","BRADFORD",2015,0,14,0,73,6,14,0,0,2,0,12,0,2,0,"25","26","-16",8,"55498",147437,37.6418402436295,"Yorkshire and The Humber",24.5,1637,76.3,9.3,12.18,3.2,104,16,92,0.426064854628638,16,0.514952406541897,0.603839958455156,11,0,2,14,0,1,"13788900",NA,NA,2,0,1,0,1,0
"139","BRADFORD",2016,0,14,0,61,6,21,0,0,2,0,11,0,3,0,"31","32","-22",8,"55764",148656,37.5121084920891,"Yorkshire and The Humber",24.9995,1637,75.3,9.7,12.29,2.7,103.225806451613,22,92,0.603839958455156,16,0.426064854628638,0.544581590512983,12,0,2,16,0,2,"15422841",NA,NA,0,0,-1,1,0,0
"140","BRADFORD",2017,0,14,0,61,6,36,0,0,2,0,11,0,6,0,"34","35","-20",9.3,"61970",149299,41.5073108326245,"Yorkshire and The Humber",25.9995,1637,77.1,6.7,12.22,2.7,102.941176470588,20,90.7,0.544581590512983,19,0.603839958455156,-0.018372904937655,11,0,3,16,0,2,"15930966",NA,NA,3,0,0,3,0,0
"141","BRADFORD",2018,0,14,0,59,0,36,0,0,2,0,11,0,6,0,"25","21","-1",10.5,"60253",149259,40.3680850065993,"Yorkshire and The Humber",27.3,1637,73.5,4.5,12.81,2.8,84,1,89.5,-0.018372904937655,19,0.544581590512983,0.277918934773207,11,0,6,19,0,2,"15904963","2","24",0,0,0,0,0,0
"142","BRADFORD",2019,0,14,0,59,0,36,0,0,2,0,11,0,6,0,"33","33","-11",22.4,"66427",149544,44.4197025624565,"Yorkshire and The Humber",27.5,1637,72.3,4.8,13.31,4.2,100,11,77.6,0.277918934773207,19,-0.018372904937655,0.692727510368415,11,0,6,19,0,2,"17172902","2","23",0,0,0,0,0,0
"143","BRADFORD",2020,2,18,0,59,0,36,0,1,3,0,11,0,6,0,"47","54","-25",26.1,"59190",149301,39.6447445094139,"Yorkshire and The Humber",28.4995,1637,68,6.3,14.06,8.9,114.893617021277,25,73.9,0.692727510368415,21,0.277918934773207,0.900131798166018,11,0,6,19,0,2,"21231875","2","20",2,0,0,0,1,1
"144","BRADFORD",2021,3,20,0,59,0,36,0,2,5,0,11,0,6,0,"50","56","-32",46.8,"62752",148187,42.3464946317828,"Yorkshire and The Humber",30,1637,79.2,6.4,14.28,8.7,112,32,53.2,0.900131798166018,24,0.692727510368415,1.7890073172986,11,0,6,21,1,3,"27517485","1","20",3,0,0,0,2,1
"145","BRADFORD",2022,13,22,2,59,0,36,0,6,6,0,11,0,6,0,"62","88","-62",38.8,"67067",148598,45.1331781046851,"Yorkshire and The Humber",31.5,1637,78.2,5,15.4,6.7,141.935483870968,62,61.2,1.7890073172986,29,0.900131798166018,3.41861243570835,11,0,6,24,2,5,"34453546","3","44",5,0,0,0,1,4
"146","BRADFORD",2023,13,14,2,59,0,36,0,6,5,0,11,0,6,0,"72","138","-117",42.1,"69004",149348,46.2034978707448,"Yorkshire and The Humber",33.5,1637,71.6,6.9,16.26,6.3,191.666666666667,117,57.9,3.41861243570835,28,1.7890073172986,4.12971285101442,11,0,6,29,6,6,"56327778","3","52",-1,0,0,0,-1,0
"147","BRADFORD",2024,13,14,2,53,0,36,0,6,5,0,10,0,6,0,"76","167","-141",35.3,NA,NA,NA,"Yorkshire and The Humber",33.5,1637,69.3,7.6,16.96,7.5,219.736842105263,141,64.7,4.12971285101442,27,3.41861243570835,NA,11,0,6,28,6,5,"87450097","5","77",-1,0,-1,0,0,0
"148","BRENT",2014,4,0,11,8,9,0,0,1,0,2,1,2,0,0,"c","c","-14",NA,"11449",78174,14.645534320874,"London",62.8,7240,NA,NA,14.86,3,NA,14,NA,0.366806486686466,6,NA,0.426064854628638,NA,NA,NA,NA,NA,NA,"5232387",NA,NA,NA,NA,NA,NA,NA,NA
"149","BRENT",2015,4,0,11,8,9,0,0,1,0,2,1,2,0,0,"c","c","-16",34,"12624",79101,15.9593431182918,"London",72.475,7240,41.8,6.9,14.71,2.5,NA,16,66,0.426064854628638,6,0.366806486686466,0.396435670657552,1,2,0,6,1,0,"3827680",NA,NA,0,0,0,0,0,0
"150","BRENT",2016,4,0,8,8,5,0,0,1,0,2,1,1,0,0,"c","c","-15",34,"12150",80071,15.174033045672,"London",79,7240,33.9,7.2,14.28,2.2,NA,15,66,0.396435670657552,5,0.426064854628638,0.366806486686466,1,2,0,6,1,0,"2874558",NA,NA,-1,-1,0,0,0,0
"151","BRENT",2017,8,0,8,8,5,0,0,2,0,2,1,1,0,0,"c","c","-14",34,"13496",80487,16.7679252550101,"London",78.5,7240,38.8,8.8,14.65,2.2,NA,14,66,0.366806486686466,6,0.396435670657552,0.485323222570811,1,1,0,5,1,0,"3683435",NA,NA,1,0,0,0,0,1
"152","BRENT",2018,13,0,4,8,5,0,0,3,0,1,1,1,0,0,"c","c","-18",37.1,"12711",80452,15.7994829214936,"London",78,7240,41.1,6.4,14.73,2,NA,18,62.9,0.485323222570811,6,0.366806486686466,0.426064854628638,1,1,0,6,2,0,"4294098","17","55",0,0,0,0,0,1
"153","BRENT",2019,13,0,0,8,5,0,0,3,0,0,1,1,0,0,"c","c","-16",28,"14175",79918,17.7369303536125,"London",86.75,7240,35.9,3.9,16.42,2.6,NA,16,72,0.426064854628638,5,0.485323222570811,0.663098326397328,1,1,0,6,3,0,"4376734","18","55",-1,0,0,0,0,0
"154","BRENT",2020,17,8,0,8,0,0,0,4,2,0,1,0,0,0,"c","c","-24",25.8,"13359",79160,16.8759474482062,"London",88,7240,39.2,7,17.19,8.9,NA,24,74.2,0.663098326397328,7,0.426064854628638,0.514952406541897,1,1,0,5,3,0,"5051857","20","60",2,-1,0,0,2,1
"155","BRENT",2021,17,8,0,8,0,0,0,4,2,0,1,0,0,0,"c","c","-19",36.7,"13447",77242,17.4089226068719,"London",90,7240,34.2,3.9,16.78,9,NA,19,63.3,0.514952406541897,7,0.663098326397328,0.159402198888862,1,0,0,7,4,2,"7072528","14","40",0,0,0,0,0,0
"156","BRENT",2022,17,12,0,8,0,0,0,4,3,0,1,0,0,0,"c","c","-7",41.8,"14931",77739,19.2065758499595,"London",93.25,7240,43.9,10.3,20.4,6,NA,7,58.2,0.159402198888862,8,0.514952406541897,0.0112562790334312,1,0,0,7,4,2,"10879315","22","74",1,0,0,0,1,0
"157","BRENT",2023,17,12,4,8,0,0,0,4,3,0,1,0,0,0,"c","c","-2",30.7,"16687",78139,21.3555330884705,"London",111.25,7240,37.4,8.6,16.78,6.1,NA,2,69.3,0.0112562790334312,8,0.159402198888862,-0.255406376706345,1,0,0,8,4,3,"11909249","14","45",0,0,0,0,0,0
"158","BRENT",2024,17,12,4,8,0,0,0,4,3,0,1,0,0,0,"c","c","7",21.7,NA,NA,NA,"London",108.275,7240,39.5,2.8,18.13,6.9,NA,-7,78.3,-0.255406376706345,8,0.0112562790334312,NA,1,0,0,8,4,3,"17164158","9","27",0,0,0,0,0,0
